file,rel_path,vendor,fault_class,transformer_id,sweep_points,test_type,split
Normal_6_Doble.csv,VendorSimulated\Doble\Normal\Normal_6_Doble.csv,Doble,Normal,T0028,500,Doble,train
Normal_7.csv,Original\Normal\Normal_7.csv,Original,Normal,T0029,500,Original,train
Normal_7_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_7_Omicron.csv,Omicron,Normal,T0030,500,Omicron,train
Normal_7_Megger.csv,VendorSimulated\Megger\Normal\Normal_7_Megger.csv,Megger,Normal,T0031,500,Megger,train
Normal_7_Doble.csv,VendorSimulated\Doble\Normal\Normal_7_Doble.csv,Doble,Normal,T0032,500,Doble,train
Normal_8.csv,Original\Normal\Normal_8.csv,Original,Normal,T0033,500,Original,train
Normal_8_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_8_Omicron.csv,Omicron,Normal,T0034,500,Omicron,train
Normal_8_Megger.csv,VendorSimulated\Megger\Normal\Normal_8_Megger.csv,Megger,Normal,T0035,500,Megger,train
Normal_8_Doble.csv,VendorSimulated\Doble\Normal\Normal_8_Doble.csv,Doble,Normal,T0036,500,Doble,train
Normal_9.csv,Original\Normal\Normal_9.csv,Original,Normal,T0037,500,Original,train
Normal_9_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_9_Omicron.csv,Omicron,Normal,T0038,500,Omicron,train
Normal_9_Megger.csv,VendorSimulated\Megger\Normal\Normal_9_Megger.csv,Megger,Normal,T0039,500,Megger,val
Normal_9_Doble.csv,VendorSimulated\Doble\Normal\Normal_9_Doble.csv,Doble,Normal,T0040,500,Doble,train
Normal_10.csv,Original\Normal\Normal_10.csv,Original,Normal,T0041,500,Original,val
Normal_10_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_10_Omicron.csv,Omicron,Normal,T0042,500,Omicron,train
Normal_10_Megger.csv,VendorSimulated\Megger\Normal\Normal_10_Megger.csv,Megger,Normal,T0043,500,Megger,train
Normal_10_Doble.csv,VendorSimulated\Doble\Normal\Normal_10_Doble.csv,Doble,Normal,T0044,500,Doble,val
Normal_11.csv,Original\Normal\Normal_11.csv,Original,Normal,T0045,500,Original,train
Normal_11_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_11_Omicron.csv,Omicron,Normal,T0046,500,Omicron,train
Normal_11_Megger.csv,VendorSimulated\Megger\Normal\Normal_11_Megger.csv,Megger,Normal,T0047,500,Megger,train
Normal_11_Doble.csv,VendorSimulated\Doble\Normal\Normal_11_Doble.csv,Doble,Normal,T0048,500,Doble,val
Normal_12.csv,Original\Normal\Normal_12.csv,Original,Normal,T0049,500,Original,train
Normal_12_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_12_Omicron.csv,Omicron,Normal,T0050,500,Omicron,val
Normal_12_Megger.csv,VendorSimulated\Megger\Normal\Normal_12_Megger.csv,Megger,Normal,T0051,500,Megger,train
Normal_12_Doble.csv,VendorSimulated\Doble\Normal\Normal_12_Doble.csv,Doble,Normal,T0052,500,Doble,train
Normal_13.csv,Original\Normal\Normal_13.csv,Original,Normal,T0053,500,Original,test
Normal_13_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_13_Omicron.csv,Omicron,Normal,T0054,500,Omicron,test
Normal_13_Megger.csv,VendorSimulated\Megger\Normal\Normal_13_Megger.csv,Megger,Normal,T0055,500,Megger,test
Normal_13_Doble.csv,VendorSimulated\Doble\Normal\Normal_13_Doble.csv,Doble,Normal,T0056,500,Doble,train
Normal_14.csv,Original\Normal\Normal_14.csv,Original,Normal,T0057,500,Original,train
Normal_14_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_14_Omicron.csv,Omicron,Normal,T0058,500,Omicron,test
Normal_14_Megger.csv,VendorSimulated\Megger\Normal\Normal_14_Megger.csv,Megger,Normal,T0059,500,Megger,train
Normal_14_Doble.csv,VendorSimulated\Doble\Normal\Normal_14_Doble.csv,Doble,Normal,T0060,500,Doble,val
Normal_15.csv,Original\Normal\Normal_15.csv,Original,Normal,T0061,500,Original,train
Normal_15_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_15_Omicron.csv,Omicron,Normal,T0062,500,Omicron,train
Normal_15_Megger.csv,VendorSimulated\Megger\Normal\Normal_15_Megger.csv,Megger,Normal,T0063,500,Megger,val
Normal_15_Doble.csv,VendorSimulated\Doble\Normal\Normal_15_Doble.csv,Doble,Normal,T0064,500,Doble,train
Normal_16.csv,Original\Normal\Normal_16.csv,Original,Normal,T0065,500,Original,train
Normal_16_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_16_Omicron.csv,Omicron,Normal,T0066,500,Omicron,train
Normal_16_Megger.csv,VendorSimulated\Megger\Normal\Normal_16_Megger.csv,Megger,Normal,T0067,500,Megger,train
Normal_16_Doble.csv,VendorSimulated\Doble\Normal\Normal_16_Doble.csv,Doble,Normal,T0068,500,Doble,test
Normal_17.csv,Original\Normal\Normal_17.csv,Original,Normal,T0069,500,Original,train
Normal_17_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_17_Omicron.csv,Omicron,Normal,T0070,500,Omicron,val
Normal_17_Megger.csv,VendorSimulated\Megger\Normal\Normal_17_Megger.csv,Megger,Normal,T0071,500,Megger,test
Normal_17_Doble.csv,VendorSimulated\Doble\Normal\Normal_17_Doble.csv,Doble,Normal,T0072,500,Doble,val
Normal_18.csv,Original\Normal\Normal_18.csv,Original,Normal,T0073,500,Original,train
Normal_18_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_18_Omicron.csv,Omicron,Normal,T0074,500,Omicron,test
Normal_18_Megger.csv,VendorSimulated\Megger\Normal\Normal_18_Megger.csv,Megger,Normal,T0075,500,Megger,train
Normal_18_Doble.csv,VendorSimulated\Doble\Normal\Normal_18_Doble.csv,Doble,Normal,T0076,500,Doble,train
Normal_19.csv,Original\Normal\Normal_19.csv,Original,Normal,T0077,500,Original,train
Normal_19_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_19_Omicron.csv,Omicron,Normal,T0078,500,Omicron,train
Normal_19_Megger.csv,VendorSimulated\Megger\Normal\Normal_19_Megger.csv,Megger,Normal,T0079,500,Megger,train
Normal_19_Doble.csv,VendorSimulated\Doble\Normal\Normal_19_Doble.csv,Doble,Normal,T0080,500,Doble,val
Normal_20.csv,Original\Normal\Normal_20.csv,Original,Normal,T0081,500,Original,train
Normal_20_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_20_Omicron.csv,Omicron,Normal,T0082,500,Omicron,train
Normal_20_Megger.csv,VendorSimulated\Megger\Normal\Normal_20_Megger.csv,Megger,Normal,T0083,500,Megger,train
Normal_20_Doble.csv,VendorSimulated\Doble\Normal\Normal_20_Doble.csv,Doble,Normal,T0084,500,Doble,train
Normal_21.csv,Original\Normal\Normal_21.csv,Original,Normal,T0085,500,Original,train
Normal_21_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_21_Omicron.csv,Omicron,Normal,T0086,500,Omicron,test
Normal_21_Megger.csv,VendorSimulated\Megger\Normal\Normal_21_Megger.csv,Megger,Normal,T0087,500,Megger,val
Normal_21_Doble.csv,VendorSimulated\Doble\Normal\Normal_21_Doble.csv,Doble,Normal,T0088,500,Doble,train
Normal_22.csv,Original\Normal\Normal_22.csv,Original,Normal,T0089,500,Original,train
Normal_22_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_22_Omicron.csv,Omicron,Normal,T0090,500,Omicron,train
Normal_22_Megger.csv,VendorSimulated\Megger\Normal\Normal_22_Megger.csv,Megger,Normal,T0091,500,Megger,train
Normal_22_Doble.csv,VendorSimulated\Doble\Normal\Normal_22_Doble.csv,Doble,Normal,T0092,500,Doble,train
Normal_23.csv,Original\Normal\Normal_23.csv,Original,Normal,T0093,500,Original,train
Normal_23_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_23_Omicron.csv,Omicron,Normal,T0094,500,Omicron,val
Normal_23_Megger.csv,VendorSimulated\Megger\Normal\Normal_23_Megger.csv,Megger,Normal,T0095,500,Megger,test
Normal_23_Doble.csv,VendorSimulated\Doble\Normal\Normal_23_Doble.csv,Doble,Normal,T0096,500,Doble,train
Normal_24.csv,Original\Normal\Normal_24.csv,Original,Normal,T0097,500,Original,train
Normal_24_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_24_Omicron.csv,Omicron,Normal,T0098,500,Omicron,train
Normal_24_Megger.csv,VendorSimulated\Megger\Normal\Normal_24_Megger.csv,Megger,Normal,T0099,500,Megger,train
Normal_24_Doble.csv,VendorSimulated\Doble\Normal\Normal_24_Doble.csv,Doble,Normal,T0100,500,Doble,val
Normal_25.csv,Original\Normal\Normal_25.csv,Original,Normal,T0101,500,Original,val
Normal_25_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_25_Omicron.csv,Omicron,Normal,T0102,500,Omicron,train
Normal_25_Megger.csv,VendorSimulated\Megger\Normal\Normal_25_Megger.csv,Megger,Normal,T0103,500,Megger,train
Normal_25_Doble.csv,VendorSimulated\Doble\Normal\Normal_25_Doble.csv,Doble,Normal,T0104,500,Doble,train
Normal_26.csv,Original\Normal\Normal_26.csv,Original,Normal,T0105,500,Original,val
Normal_26_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_26_Omicron.csv,Omicron,Normal,T0106,500,Omicron,val
Normal_26_Megger.csv,VendorSimulated\Megger\Normal\Normal_26_Megger.csv,Megger,Normal,T0107,500,Megger,test
Normal_26_Doble.csv,VendorSimulated\Doble\Normal\Normal_26_Doble.csv,Doble,Normal,T0108,500,Doble,train
Normal_27.csv,Original\Normal\Normal_27.csv,Original,Normal,T0109,500,Original,train
Normal_27_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_27_Omicron.csv,Omicron,Normal,T0110,500,Omicron,train
Normal_27_Megger.csv,VendorSimulated\Megger\Normal\Normal_27_Megger.csv,Megger,Normal,T0111,500,Megger,test
Normal_27_Doble.csv,VendorSimulated\Doble\Normal\Normal_27_Doble.csv,Doble,Normal,T0112,500,Doble,test
Normal_28.csv,Original\Normal\Normal_28.csv,Original,Normal,T0113,500,Original,test
Normal_28_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_28_Omicron.csv,Omicron,Normal,T0114,500,Omicron,train
Normal_28_Megger.csv,VendorSimulated\Megger\Normal\Normal_28_Megger.csv,Megger,Normal,T0115,500,Megger,train
Normal_28_Doble.csv,VendorSimulated\Doble\Normal\Normal_28_Doble.csv,Doble,Normal,T0116,500,Doble,train
Normal_29.csv,Original\Normal\Normal_29.csv,Original,Normal,T0117,500,Original,train
Normal_29_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_29_Omicron.csv,Omicron,Normal,T0118,500,Omicron,train
Normal_29_Megger.csv,VendorSimulated\Megger\Normal\Normal_29_Megger.csv,Megger,Normal,T0119,500,Megger,train
Normal_29_Doble.csv,VendorSimulated\Doble\Normal\Normal_29_Doble.csv,Doble,Normal,T0120,500,Doble,val
Normal_30.csv,Original\Normal\Normal_30.csv,Original,Normal,T0121,500,Original,train
Normal_30_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_30_Omicron.csv,Omicron,Normal,T0122,500,Omicron,train
Normal_30_Megger.csv,VendorSimulated\Megger\Normal\Normal_30_Megger.csv,Megger,Normal,T0123,500,Megger,train
Normal_30_Doble.csv,VendorSimulated\Doble\Normal\Normal_30_Doble.csv,Doble,Normal,T0124,500,Doble,test
Normal_31.csv,Original\Normal\Normal_31.csv,Original,Normal,T0125,500,Original,train
Normal_31_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_31_Omicron.csv,Omicron,Normal,T0126,500,Omicron,val
Normal_31_Megger.csv,VendorSimulated\Megger\Normal\Normal_31_Megger.csv,Megger,Normal,T0127,500,Megger,val
Normal_31_Doble.csv,VendorSimulated\Doble\Normal\Normal_31_Doble.csv,Doble,Normal,T0128,500,Doble,train
Normal_32.csv,Original\Normal\Normal_32.csv,Original,Normal,T0129,500,Original,train
Normal_32_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_32_Omicron.csv,Omicron,Normal,T0130,500,Omicron,train
Normal_32_Megger.csv,VendorSimulated\Megger\Normal\Normal_32_Megger.csv,Megger,Normal,T0131,500,Megger,test
Normal_32_Doble.csv,VendorSimulated\Doble\Normal\Normal_32_Doble.csv,Doble,Normal,T0132,500,Doble,train
Normal_33.csv,Original\Normal\Normal_33.csv,Original,Normal,T0133,500,Original,val
Normal_33_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_33_Omicron.csv,Omicron,Normal,T0134,500,Omicron,val
Normal_33_Megger.csv,VendorSimulated\Megger\Normal\Normal_33_Megger.csv,Megger,Normal,T0135,500,Megger,val
Normal_33_Doble.csv,VendorSimulated\Doble\Normal\Normal_33_Doble.csv,Doble,Normal,T0136,500,Doble,train
Normal_34.csv,Original\Normal\Normal_34.csv,Original,Normal,T0137,500,Original,test
Normal_34_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_34_Omicron.csv,Omicron,Normal,T0138,500,Omicron,train
Normal_34_Megger.csv,VendorSimulated\Megger\Normal\Normal_34_Megger.csv,Megger,Normal,T0139,500,Megger,train
Normal_34_Doble.csv,VendorSimulated\Doble\Normal\Normal_34_Doble.csv,Doble,Normal,T0140,500,Doble,val
Normal_35.csv,Original\Normal\Normal_35.csv,Original,Normal,T0141,500,Original,train
Normal_35_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_35_Omicron.csv,Omicron,Normal,T0142,500,Omicron,train
Normal_35_Megger.csv,VendorSimulated\Megger\Normal\Normal_35_Megger.csv,Megger,Normal,T0143,500,Megger,train
Normal_35_Doble.csv,VendorSimulated\Doble\Normal\Normal_35_Doble.csv,Doble,Normal,T0144,500,Doble,train
Normal_36.csv,Original\Normal\Normal_36.csv,Original,Normal,T0145,500,Original,train
Normal_36_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_36_Omicron.csv,Omicron,Normal,T0146,500,Omicron,test
Normal_36_Megger.csv,VendorSimulated\Megger\Normal\Normal_36_Megger.csv,Megger,Normal,T0147,500,Megger,train
Normal_36_Doble.csv,VendorSimulated\Doble\Normal\Normal_36_Doble.csv,Doble,Normal,T0148,500,Doble,train
Normal_37.csv,Original\Normal\Normal_37.csv,Original,Normal,T0149,500,Original,val
Normal_37_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_37_Omicron.csv,Omicron,Normal,T0150,500,Omicron,train
Normal_37_Megger.csv,VendorSimulated\Megger\Normal\Normal_37_Megger.csv,Megger,Normal,T0151,500,Megger,val
Normal_37_Doble.csv,VendorSimulated\Doble\Normal\Normal_37_Doble.csv,Doble,Normal,T0152,500,Doble,train
Normal_38.csv,Original\Normal\Normal_38.csv,Original,Normal,T0153,500,Original,test
Normal_38_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_38_Omicron.csv,Omicron,Normal,T0154,500,Omicron,test
Normal_38_Megger.csv,VendorSimulated\Megger\Normal\Normal_38_Megger.csv,Megger,Normal,T0155,500,Megger,train
Normal_38_Doble.csv,VendorSimulated\Doble\Normal\Normal_38_Doble.csv,Doble,Normal,T0156,500,Doble,train
Normal_39.csv,Original\Normal\Normal_39.csv,Original,Normal,T0157,500,Original,train
Normal_39_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_39_Omicron.csv,Omicron,Normal,T0158,500,Omicron,train
Normal_39_Megger.csv,VendorSimulated\Megger\Normal\Normal_39_Megger.csv,Megger,Normal,T0159,500,Megger,val
Normal_39_Doble.csv,VendorSimulated\Doble\Normal\Normal_39_Doble.csv,Doble,Normal,T0160,500,Doble,train
Normal_40.csv,Original\Normal\Normal_40.csv,Original,Normal,T0161,500,Original,val
Normal_40_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_40_Omicron.csv,Omicron,Normal,T0162,500,Omicron,train
Normal_40_Megger.csv,VendorSimulated\Megger\Normal\Normal_40_Megger.csv,Megger,Normal,T0163,500,Megger,train
Normal_40_Doble.csv,VendorSimulated\Doble\Normal\Normal_40_Doble.csv,Doble,Normal,T0164,500,Doble,train
Normal_41.csv,Original\Normal\Normal_41.csv,Original,Normal,T0165,500,Original,train
Normal_41_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_41_Omicron.csv,Omicron,Normal,T0166,500,Omicron,test
Normal_41_Megger.csv,VendorSimulated\Megger\Normal\Normal_41_Megger.csv,Megger,Normal,T0167,500,Megger,train
Normal_41_Doble.csv,VendorSimulated\Doble\Normal\Normal_41_Doble.csv,Doble,Normal,T0168,500,Doble,train
Normal_42.csv,Original\Normal\Normal_42.csv,Original,Normal,T0169,500,Original,val
Normal_42_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_42_Omicron.csv,Omicron,Normal,T0170,500,Omicron,val
Normal_42_Megger.csv,VendorSimulated\Megger\Normal\Normal_42_Megger.csv,Megger,Normal,T0171,500,Megger,train
Normal_42_Doble.csv,VendorSimulated\Doble\Normal\Normal_42_Doble.csv,Doble,Normal,T0172,500,Doble,train
Normal_43.csv,Original\Normal\Normal_43.csv,Original,Normal,T0173,500,Original,test
Normal_43_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_43_Omicron.csv,Omicron,Normal,T0174,500,Omicron,train
Normal_43_Megger.csv,VendorSimulated\Megger\Normal\Normal_43_Megger.csv,Megger,Normal,T0175,500,Megger,train
Normal_43_Doble.csv,VendorSimulated\Doble\Normal\Normal_43_Doble.csv,Doble,Normal,T0176,500,Doble,train
Normal_44.csv,Original\Normal\Normal_44.csv,Original,Normal,T0177,500,Original,train
Normal_44_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_44_Omicron.csv,Omicron,Normal,T0178,500,Omicron,test
Normal_44_Megger.csv,VendorSimulated\Megger\Normal\Normal_44_Megger.csv,Megger,Normal,T0179,500,Megger,train
Normal_44_Doble.csv,VendorSimulated\Doble\Normal\Normal_44_Doble.csv,Doble,Normal,T0180,500,Doble,train
Normal_45.csv,Original\Normal\Normal_45.csv,Original,Normal,T0181,500,Original,train
Normal_45_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_45_Omicron.csv,Omicron,Normal,T0182,500,Omicron,train
Normal_45_Megger.csv,VendorSimulated\Megger\Normal\Normal_45_Megger.csv,Megger,Normal,T0183,500,Megger,train
Normal_45_Doble.csv,VendorSimulated\Doble\Normal\Normal_45_Doble.csv,Doble,Normal,T0184,500,Doble,train
Normal_46.csv,Original\Normal\Normal_46.csv,Original,Normal,T0185,500,Original,test
Normal_46_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_46_Omicron.csv,Omicron,Normal,T0186,500,Omicron,test
Normal_46_Megger.csv,VendorSimulated\Megger\Normal\Normal_46_Megger.csv,Megger,Normal,T0187,500,Megger,train
Normal_46_Doble.csv,VendorSimulated\Doble\Normal\Normal_46_Doble.csv,Doble,Normal,T0188,500,Doble,train
Normal_47.csv,Original\Normal\Normal_47.csv,Original,Normal,T0189,500,Original,train
Normal_47_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_47_Omicron.csv,Omicron,Normal,T0190,500,Omicron,train
Normal_47_Megger.csv,VendorSimulated\Megger\Normal\Normal_47_Megger.csv,Megger,Normal,T0191,500,Megger,test
Normal_47_Doble.csv,VendorSimulated\Doble\Normal\Normal_47_Doble.csv,Doble,Normal,T0192,500,Doble,train
Normal_48.csv,Original\Normal\Normal_48.csv,Original,Normal,T0193,500,Original,train
Normal_48_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_48_Omicron.csv,Omicron,Normal,T0194,500,Omicron,train
Normal_48_Megger.csv,VendorSimulated\Megger\Normal\Normal_48_Megger.csv,Megger,Normal,T0195,500,Megger,test
Normal_48_Doble.csv,VendorSimulated\Doble\Normal\Normal_48_Doble.csv,Doble,Normal,T0196,500,Doble,train
Normal_49.csv,Original\Normal\Normal_49.csv,Original,Normal,T0197,500,Original,train
Normal_49_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_49_Omicron.csv,Omicron,Normal,T0198,500,Omicron,train
Normal_49_Megger.csv,VendorSimulated\Megger\Normal\Normal_49_Megger.csv,Megger,Normal,T0199,500,Megger,train
Normal_49_Doble.csv,VendorSimulated\Doble\Normal\Normal_49_Doble.csv,Doble,Normal,T0200,500,Doble,train
Normal_50.csv,Original\Normal\Normal_50.csv,Original,Normal,T0201,500,Original,train
Normal_50_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_50_Omicron.csv,Omicron,Normal,T0202,500,Omicron,val
Normal_50_Megger.csv,VendorSimulated\Megger\Normal\Normal_50_Megger.csv,Megger,Normal,T0203,500,Megger,train
Normal_50_Doble.csv,VendorSimulated\Doble\Normal\Normal_50_Doble.csv,Doble,Normal,T0204,500,Doble,train
Normal_51.csv,Original\Normal\Normal_51.csv,Original,Normal,T0205,500,Original,val
Normal_51_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_51_Omicron.csv,Omicron,Normal,T0206,500,Omicron,test
Normal_51_Megger.csv,VendorSimulated\Megger\Normal\Normal_51_Megger.csv,Megger,Normal,T0207,500,Megger,train
Normal_51_Doble.csv,VendorSimulated\Doble\Normal\Normal_51_Doble.csv,Doble,Normal,T0208,500,Doble,train
Normal_52.csv,Original\Normal\Normal_52.csv,Original,Normal,T0209,500,Original,train
Normal_52_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_52_Omicron.csv,Omicron,Normal,T0210,500,Omicron,train
Normal_52_Megger.csv,VendorSimulated\Megger\Normal\Normal_52_Megger.csv,Megger,Normal,T0211,500,Megger,train
Normal_52_Doble.csv,VendorSimulated\Doble\Normal\Normal_52_Doble.csv,Doble,Normal,T0212,500,Doble,test
Normal_53.csv,Original\Normal\Normal_53.csv,Original,Normal,T0213,500,Original,train
Normal_53_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_53_Omicron.csv,Omicron,Normal,T0214,500,Omicron,val
Normal_53_Megger.csv,VendorSimulated\Megger\Normal\Normal_53_Megger.csv,Megger,Normal,T0215,500,Megger,train
Normal_53_Doble.csv,VendorSimulated\Doble\Normal\Normal_53_Doble.csv,Doble,Normal,T0216,500,Doble,train
Normal_54.csv,Original\Normal\Normal_54.csv,Original,Normal,T0217,500,Original,train
Normal_54_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_54_Omicron.csv,Omicron,Normal,T0218,500,Omicron,train
Normal_54_Megger.csv,VendorSimulated\Megger\Normal\Normal_54_Megger.csv,Megger,Normal,T0219,500,Megger,train
Normal_54_Doble.csv,VendorSimulated\Doble\Normal\Normal_54_Doble.csv,Doble,Normal,T0220,500,Doble,train
Normal_55.csv,Original\Normal\Normal_55.csv,Original,Normal,T0221,500,Original,train
Normal_55_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_55_Omicron.csv,Omicron,Normal,T0222,500,Omicron,test
Normal_55_Megger.csv,VendorSimulated\Megger\Normal\Normal_55_Megger.csv,Megger,Normal,T0223,500,Megger,train
Normal_55_Doble.csv,VendorSimulated\Doble\Normal\Normal_55_Doble.csv,Doble,Normal,T0224,500,Doble,train
Normal_56.csv,Original\Normal\Normal_56.csv,Original,Normal,T0225,500,Original,train
Normal_56_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_56_Omicron.csv,Omicron,Normal,T0226,500,Omicron,test
Normal_56_Megger.csv,VendorSimulated\Megger\Normal\Normal_56_Megger.csv,Megger,Normal,T0227,500,Megger,train
Normal_56_Doble.csv,VendorSimulated\Doble\Normal\Normal_56_Doble.csv,Doble,Normal,T0228,500,Doble,val
Normal_57.csv,Original\Normal\Normal_57.csv,Original,Normal,T0229,500,Original,train
Normal_57_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_57_Omicron.csv,Omicron,Normal,T0230,500,Omicron,train
Normal_57_Megger.csv,VendorSimulated\Megger\Normal\Normal_57_Megger.csv,Megger,Normal,T0231,500,Megger,train
Normal_57_Doble.csv,VendorSimulated\Doble\Normal\Normal_57_Doble.csv,Doble,Normal,T0232,500,Doble,train
Normal_58.csv,Original\Normal\Normal_58.csv,Original,Normal,T0233,500,Original,val
Normal_58_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_58_Omicron.csv,Omicron,Normal,T0234,500,Omicron,train
Normal_58_Megger.csv,VendorSimulated\Megger\Normal\Normal_58_Megger.csv,Megger,Normal,T0235,500,Megger,train
Normal_58_Doble.csv,VendorSimulated\Doble\Normal\Normal_58_Doble.csv,Doble,Normal,T0236,500,Doble,train
Normal_59.csv,Original\Normal\Normal_59.csv,Original,Normal,T0237,500,Original,test
Normal_59_Omicron.csv,VendorSimulated\Omicron\Normal\Normal_59_Omicron.csv,Omicron,Normal,T0238,500,Omicron,train
